transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,month
2128,246,437.2733968066775,Online,Clothing,US,9.0,0.2633645142291028,0.33682133525718994,0,12
4851,559,74.54299402062291,POS,Grocery,DE,12.0,0.310961798145187,0.22726664543811573,0,12
5250,307,170.96133674423493,ATM,Travel,TR,21.0,0.33606439861309634,0.1465493241265325,0,12
2385,167,7.034901014783777,QR,Grocery,TR,7.0,0.22058010990630944,0.1686216396346815,0,12
2648,517,151.97655401395448,POS,Food,FR,21.0,0.24107362586744532,0.23922613516401492,0,12
2474,517,117.37204912760332,Online,Clothing,UK,11.0,0.13093842413188547,0.3439744618351679,0,12
4195,192,41.26694604285871,ATM,Grocery,UK,16.0,0.17632763945433855,0.20077644992207097,0,12
2389,25,17.850485995811802,QR,Food,UK,23.0,0.1281169321052381,0.22046020747492207,0,12
8661,312,70.78639014942499,Online,Electronics,UK,5.0,0.5513797980881419,0.39631855830366236,0,12
5682,821,99.5649345298418,QR,Travel,TR,3.0,0.15137113156800247,0.17538073470046464,0,12
6028,481,12.087710929744022,QR,Travel,FR,16.0,0.10691791699191154,0.2240438289919024,0,12
7654,713,140.9172091954905,POS,Grocery,TR,15.0,0.10926572355267232,0.0963140692645589,0,12
892,154,32.21970437110524,POS,Travel,DE,2.0,0.14419568106265288,0.7624906437717272,0,12
1256,663,347.3219926573886,Online,Travel,DE,12.0,0.46971059951176314,0.5065018221967473,0,12
342,804,441.03037431921916,ATM,Grocery,DE,8.0,0.3914660248642022,0.3043993861221052,0,12
8001,922,336.52590935848474,POS,Clothing,DE,10.0,0.1853110280596436,0.25902717964052213,1,12
3453,87,677.2678558935455,ATM,Travel,US,7.0,0.34774501145999925,0.544765200171873,0,12
9018,416,95.88325842606291,Online,Grocery,UK,20.0,0.17432796120897545,0.2656894740438649,0,12
9083,555,469.2482906180427,POS,Electronics,UK,13.0,0.8301518907588423,0.8238274951840323,0,12
3807,850,100.46794042499647,ATM,Travel,UK,18.0,0.24811060215904504,0.1860728618022814,1,12
965,627,492.79058762400496,ATM,Clothing,US,5.0,0.6507403932608758,0.5189278328614626,1,12
1771,918,30.97384176647121,QR,Travel,FR,8.0,0.12183547996728503,0.10308626851880039,0,12
8949,815,45.97806487230225,Online,Grocery,US,12.0,0.2201028126400515,0.19143616543534991,0,12
7003,228,397.4430426858103,POS,Electronics,UK,23.0,0.5215498520129479,0.18006510431066292,0,12
7111,912,11.456658562702831,QR,Travel,TR,10.0,0.12246645652733135,0.44953417374088656,0,12
8795,254,110.84575812342585,POS,Clothing,US,7.0,0.17808217221921252,0.4751682069476044,0,12
8544,964,139.52563757519692,QR,Clothing,TR,17.0,0.674269543801022,0.25119583204654067,0,12
2295,479,54.683473072319536,ATM,Grocery,TR,10.0,0.12735991275563874,0.1613095914370465,0,12
4925,969,11.933753395527447,Online,Clothing,TR,21.0,0.20449901736265788,0.26642764270199837,0,12
6565,275,254.07393818304766,QR,Electronics,DE,10.0,0.3820699815626519,0.28163495692215,0,12
8358,46,154.14597026676594,ATM,Travel,FR,6.0,0.31260729551504374,0.3448589609283499,0,12
7432,12,57.226477687097834,ATM,Grocery,FR,19.0,0.178560047555919,0.26517248316351905,1,12
9955,507,94.42057475805267,Online,Electronics,UK,19.0,0.10458775127669347,0.13985514596020865,0,12
6382,816,333.96009095149026,Online,Clothing,FR,22.0,0.26731568667086103,0.4077063844351897,0,12
1865,946,109.88439051931539,POS,Food,FR,16.0,0.1799866145706873,0.3501584764169137,0,12
488,359,101.60287692543828,ATM,Travel,US,19.0,0.17263105629689782,0.15861583798813245,0,12
4419,636,55.19945969248396,Online,Electronics,TR,20.0,0.14199774559102837,0.16246655958482414,0,12
807,100,8.032464879831194,ATM,Food,US,16.0,0.5473855512355824,0.26475846133645264,0,12
8762,403,9.13906687723108,QR,Grocery,US,14.0,0.15830502595823598,0.19424316211615583,0,12
9849,851,110.6173835931419,ATM,Electronics,DE,16.0,0.20174981599373895,0.2268671891537536,0,12
