transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,month
2128,246,435.4298934300976,Online,Clothing,US,9.0,0.2170506605106678,0.28765967654812713,0,6
4851,559,61.68817748953999,POS,Grocery,DE,12.0,0.2639145119504276,0.17992462141288795,0,6
5250,307,156.3498094481877,ATM,Travel,TR,21.0,0.2867334340949054,0.10169983858298302,0,6
2385,167,10.586492504583127,QR,Grocery,TR,7.0,0.1735063022057757,0.12037698930377266,0,6
2648,517,150.4980217634118,POS,Food,FR,21.0,0.19425956277025624,0.1936180027082806,0,6
2474,517,116.7371050052147,Online,Clothing,UK,11.0,0.08059187884643887,0.2928125637460881,0,6
4195,192,37.28172133491261,ATM,Grocery,UK,16.0,0.12678533381167412,0.15042972020657802,0,6
2389,25,7.378355840350005,QR,Food,UK,23.0,0.07974755472283994,0.17044052154321276,0,6
8661,312,66.57353053480334,Online,Electronics,UK,5.0,0.5024159643905114,0.3481818347447794,0,6
5682,821,97.46114058440648,QR,Travel,TR,3.0,0.10745700427352839,0.1264489766529862,0,6
6028,481,9.284276377654496,QR,Travel,FR,16.0,0.06007989440769996,0.1778397667253323,0,6
7654,713,124.6929725228276,POS,Grocery,TR,15.0,0.06118536982970038,0.04817579176470876,0,6
892,154,34.371696036466886,POS,Travel,DE,2.0,0.09627543426501807,0.7171053157325487,0,6
1256,663,322.0310236310721,Online,Travel,DE,12.0,0.4224143923994358,0.45779919675363245,0,6
342,804,440.53304119881346,ATM,Grocery,DE,8.0,0.34423927561926965,0.2555065508789426,0,6
8001,922,347.95897947489306,POS,Clothing,DE,10.0,0.13577967305410443,0.21125988800093387,1,6
3453,87,683.2911621417937,ATM,Travel,US,7.0,0.29806612844981517,0.49981054646740436,0,6
9018,416,80.89961605257409,Online,Grocery,UK,20.0,0.12520052382022795,0.22117686543827778,0,6
9083,555,464.47040817561873,POS,Electronics,UK,13.0,0.7826968006648843,0.7789408443404079,0,6
3807,850,105.81456089601141,ATM,Travel,UK,18.0,0.20075044660166294,0.1355325352419703,1,6
965,627,496.1462648514682,ATM,Clothing,US,5.0,0.6025092868537044,0.4708013642289591,1,6
1771,918,29.1395659966157,QR,Travel,FR,8.0,0.07047347118426533,0.05430449708598862,0,6
8949,815,29.217359327861853,Online,Grocery,US,12.0,0.1736638300697728,0.14509136657714214,0,6
7003,228,388.52311878302146,POS,Electronics,UK,23.0,0.4710463958346093,0.13316242508302867,0,6
7111,912,9.11984030331268,QR,Travel,TR,10.0,0.07514016193274428,0.4003019321062624,0,6
8795,254,116.44745384613034,POS,Clothing,US,7.0,0.13025993142409448,0.4269860227553074,0,6
8544,964,148.58860180467047,QR,Clothing,TR,17.0,0.62578229234184,0.20347951175322004,0,6
2295,479,52.1609753302187,ATM,Grocery,TR,10.0,0.08148698420747907,0.11530183579069168,0,6
4925,969,3.43316440962452,Online,Clothing,TR,21.0,0.1593605947405421,0.2187672881921235,0,6
6565,275,268.6611737194034,QR,Electronics,DE,10.0,0.33557910491970283,0.23134559200819804,0,6
8358,46,169.6854887795932,ATM,Travel,FR,6.0,0.2649546746473677,0.2977491075379774,0,6
7432,12,46.79314266099766,ATM,Grocery,FR,19.0,0.1321828115615994,0.21516257616760928,1,6
