transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,month
2128,246,436.1295839268697,Online,Clothing,US,9.0,0.20037116489709345,0.2736174344574914,0,4
4851,559,67.71654206590702,POS,Grocery,DE,12.0,0.24947577846294838,0.16175625950877032,0,4
5250,307,153.81164721264193,ATM,Travel,TR,21.0,0.271535978479165,0.08342562303358454,0,4
2385,167,6.14601097893272,QR,Grocery,TR,7.0,0.15802404435033574,0.10331943251870525,0,4
2648,517,144.58852960278543,POS,Food,FR,21.0,0.17826020813486793,0.1755137228571172,0,4
2474,517,116.41591752362496,Online,Clothing,UK,11.0,0.06562441491906101,0.2787509209835365,0,4
4195,192,44.01305549643291,ATM,Grocery,UK,16.0,0.11005783500016038,0.13698256537437384,0,4
2389,25,12.187146298577723,QR,Food,UK,23.0,0.06545412888474048,0.152434896442953,0,4
8661,312,68.2223002237229,Online,Electronics,UK,5.0,0.48793345306946545,0.33648810995219935,0,4
5682,821,94.2081449825677,QR,Travel,TR,3.0,0.0910608693406619,0.11280538721822386,0,4
6028,481,10.440533535860604,QR,Travel,FR,16.0,0.045885687787044944,0.16117314817948203,0,4
7654,713,128.61529831938546,POS,Grocery,TR,15.0,0.04478368293447456,0.03122107851111827,0,4
892,154,32.0043389360166,POS,Travel,DE,2.0,0.07928372889574639,0.698424233700609,0,4
1256,663,336.77933514476786,Online,Travel,DE,12.0,0.4068107480107307,0.4402518579319569,0,4
342,804,444.9131280406662,ATM,Grocery,DE,8.0,0.32899252692335046,0.24142739846128772,0,4
8001,922,335.9646908211726,POS,Clothing,DE,10.0,0.11901576713660907,0.1952835122915143,1,4
3453,87,676.3407309708025,ATM,Travel,US,7.0,0.28398927224604026,0.480725747706205,0,4
9018,416,89.36240054752835,Online,Grocery,UK,20.0,0.11142490633196848,0.2036134234591908,0,4
9083,555,472.6296629853961,POS,Electronics,UK,13.0,0.7702825207656387,0.7613482657951399,0,4
3807,850,116.91484536403024,ATM,Travel,UK,18.0,0.18370007213158948,0.12273131139546364,1,4
965,627,487.5197471507364,ATM,Clothing,US,5.0,0.5860346340074576,0.45378408978315987,1,4
1771,918,32.258109007561885,QR,Travel,FR,8.0,0.053650723195907385,0.04073273883623119,0,4
8949,815,31.78324660072819,Online,Grocery,US,12.0,0.1566892774676456,0.12754091870338874,0,4
7003,228,379.0944041500078,POS,Electronics,UK,23.0,0.45801774293050207,0.1168345362394726,0,4
7111,912,0.0,QR,Travel,TR,10.0,0.05789107573402987,0.38436376367353686,0,4
8795,254,118.98594220183615,POS,Clothing,US,7.0,0.11701689769144655,0.41262151255900575,0,4
8544,964,147.97969362342747,QR,Clothing,TR,17.0,0.6087366019133186,0.18742332027083747,0,4
2295,479,44.6671644006818,ATM,Grocery,TR,10.0,0.06284820058142072,0.10016875551258833,0,4
4925,969,0.0,Online,Clothing,TR,21.0,0.14450303984937032,0.20343123726918627,0,4
6565,275,267.46542977694395,QR,Electronics,DE,10.0,0.32024273681624854,0.21428759108690545,0,4
8358,46,155.16227213405946,ATM,Travel,FR,6.0,0.24785486130841802,0.2817497575980086,0,4
7432,12,44.72891880967025,ATM,Grocery,FR,19.0,0.11278952963716121,0.19847799371391636,1,4
9955,507,87.1543426590665,Online,Electronics,UK,19.0,0.03997698069839778,0.07577586696023783,0,4
6382,816,341.87409776881367,Online,Clothing,FR,22.0,0.20342281239782317,0.3452684194469424,0,4
1865,946,103.05870653346108,POS,Food,FR,16.0,0.11487901369106063,0.28842471929931124,0,4
488,359,95.0475487044682,ATM,Travel,US,19.0,0.10796294741640242,0.0943629344828524,0,4
4419,636,66.03593388036369,Online,Electronics,TR,20.0,0.07779004685365161,0.09590192780867593,0,4
807,100,9.322106184828062,ATM,Food,US,16.0,0.48226264799576724,0.20404167422672606,0,4
8762,403,14.055486746100273,QR,Grocery,US,14.0,0.09150820215840268,0.1318689671967494,0,4
9849,851,99.7981540274206,ATM,Electronics,DE,16.0,0.1339740990797048,0.16273619910521708,0,4
4812,692,147.77477888985567,POS,Food,TR,15.0,0.0894335166042738,0.3354643698411637,0,4
5904,273,14.568993181196598,QR,Food,FR,21.0,0.21069753752936765,0.041587576314638774,0,4
5703,955,158.85003538495343,QR,Travel,TR,17.0,0.3831333904197445,0.03659251985501014,0,4
3132,661,20.486001382284996,Online,Electronics,TR,17.0,0.10917951837477424,0.1286221809978016,0,4
4079,956,3.520433262895295,ATM,Grocery,UK,23.0,0.18128463811424966,0.1209609976630606,0,4
3810,958,16.54616862503228,QR,Travel,DE,6.0,0.1938029035798826,0.1759886969658136,0,4
61,686,14.752098633362749,ATM,Travel,TR,23.0,0.04235792745817667,0.03384184887990941,0,4
8516,574,173.73315988403024,POS,Grocery,TR,12.0,0.1319902749555954,0.4396074292966131,0,4
3373,990,27.252619087094736,ATM,Travel,FR,18.0,0.0696129064160739,0.06064418591052957,0,4
7358,522,144.4736538125374,Online,Electronics,UK,19.0,0.42007128988455517,0.33612143327620014,0,4
